coach_name,team_name
Andrea Mandorlini,Calcio Padova
Andrea Mandorlini,Mantova FC
Andrea Mandorlini,CFR Cluj
Andrea Soncin,Italy women's national football team
Gian Piero Ventura,Associazione Calcistica Dilettantistica Rapallo Ruentes 1914
Gian Piero Ventura,Virtus Entella
Gian Piero Ventura,Virtus Entella
Gian Piero Ventura,Spezia Calcio
Gian Piero Ventura,A.S.D. Centese 1913
Gian Piero Ventura,Pistoiese FC
Gian Piero Ventura,Giarre F.C.
Gian Piero Ventura,Venezia F.C.
Gian Piero Ventura,Venezia F.C.
Gian Piero Ventura,US Lecce
Gian Piero Ventura,Cagliari Calcio
Gian Piero Ventura,U.C. Sampdoria
Gian Piero Ventura,Udinese Calcio
Gian Piero Ventura,Cagliari Calcio
Gian Piero Ventura,SSC Napoli
Gian Piero Ventura,A.C.R. Messina
Gian Piero Ventura,Hellas Verona FC
Gian Piero Ventura,Pisa SC
Gian Piero Ventura,SSC Bari
Gian Piero Ventura,Torino FC
Gian Piero Ventura,Italy men's national association football team
Gian Piero Ventura,AC ChievoVerona
Armando Castellazzi,Inter Milan
Bruno Pesaola,SSC Napoli
Jarbas Faustinho,SSC Napoli
Paulo Amaral,Botafogo F.R.
Cristiano Bergodi,CFR Cluj
Cristiano Bergodi,FC Voluntari
Cristiano Bergodi,CS Universitatea Craiova
Cristiano Bergodi,FC Rapid București
Rudi Garcia,AS Corbeil
Rudi Garcia,AS Saint-Étienne
Rudi Garcia,Dijon FCO
Rudi Garcia,Le Mans F.C.
Rudi Garcia,Lille OSC
Rudi Garcia,A.S. Roma
Rudi Garcia,Olympique de Marseille
Rudi Garcia,Olympique Lyonnais
Rudi Garcia,Al-Nassr
Rudi Garcia,SSC Napoli
Rudi Garcia,Belgium men's national football team
Hermann Felsner,AC Milan
Guido Ara,AC Milan
Luigi De Canio,Queens Park Rangers F.C.
Angelo Gregucci,Leyton Orient F.C.
Davide Ballardini,SS Lazio
Davide Ballardini,US Sassuolo Calcio
Massimiliano Allegri,SPAL
Massimiliano Allegri,U.S. Grosseto 1912
Massimiliano Allegri,U.S. Grosseto 1912
Massimiliano Allegri,Calcio Lecco 1912
Massimiliano Allegri,US Sassuolo Calcio
Massimiliano Allegri,Cagliari Calcio
Massimiliano Allegri,AC Milan
Massimiliano Allegri,Juventus FC
Massimiliano Allegri,Juventus FC
Massimiliano Allegri,AC Milan
Mario Magnozzi,AC Milan
Luis Miró,FC Barcelona
Luis Miró,UE Sants
Luis Miró,Terrassa FC
Luis Miró,Centre d'Esports Sabadell Futbol Club
Luis Miró,Real Valladolid
Luis Miró,Valencia CF
Luis Miró,Valencia CF
Luis Miró,Sevilla FC
Luis Miró,RC Celta de Vigo
Luis Miró,FC Barcelona
Luis Miró,Olympique de Marseille
Luis Miró,A.S. Roma
Luis Miró,CD Málaga
Vladimir Petković,AC Bellinzona
Marco Baroni,Frosinone Calcio
Marco Baroni,U.S. Cremonese
Marco Baroni,AS Reggina 1914
Marco Baroni,US Lecce
Massimo Rastelli,S.S. Juve Stabia
Giuseppe Marchioro,AC Milan
Aldo Agroppi,Delfino Pescara 1936
Aldo Agroppi,Pisa SC
Aldo Agroppi,A.C. Perugia Calcio
Aldo Agroppi,Calcio Padova
Aldo Agroppi,A.C. Perugia Calcio
Aldo Agroppi,ACF Fiorentina
Aldo Agroppi,Como 1907
Aldo Agroppi,Ascoli Calcio 1898 FC
Aldo Agroppi,ACF Fiorentina
Antonio Busini,AC Milan
Giancarlo Cadé,A.C. Reggiana 1919
Davide Nicola,A.C. Lumezzane
Paolo Todeschini,AC Milan
Maurizio Sarri,SS Lazio
Maurizio Sarri,A.C. Sansovino
Maurizio Sarri,A.S.D. SanGiovanniValdarno
Maurizio Sarri,Delfino Pescara 1936
Maurizio Sarri,S.S. Arezzo
Maurizio Sarri,U.S. Avellino 1912
Maurizio Sarri,Hellas Verona FC
Maurizio Sarri,A.C. Perugia Calcio
Maurizio Sarri,U.S. Grosseto 1912
Maurizio Sarri,FC Alessandria
Maurizio Sarri,Sorrento Calcio 1945
Maurizio Sarri,Empoli FC
Maurizio Sarri,SSC Napoli
Maurizio Sarri,Chelsea F.C.
Maurizio Sarri,Juventus FC
Maurizio Sarri,SS Lazio
Béla Guttmann,AC Milan
Giuseppe Sannino,Watford F.C.
Andrea Stramaccioni,AC Sparta Prague
Andrea Stramaccioni,Esteghlal F.C.
Rolando Maran,Associazione Sportiva Cittadella
Rolando Maran,Brescia Calcio
Rolando Maran,SSC Bari
Rolando Maran,U.S. Triestina Calcio 1918
Rolando Maran,LR Vicenza
Rolando Maran,Varese Calcio
Rolando Maran,Catania FC
Rolando Maran,AC ChievoVerona
Rolando Maran,Cagliari Calcio
Rolando Maran,Pisa SC
Julio Velázquez,Real Betis Balompié
Kosta Runjaić,Legia Warsaw
Aurelio Andreazzoli,Genoa CFC
Paulo Fonseca,S.U. 1º de Dezembro
Paulo Fonseca,Odivelas F.C.
Paulo Fonseca,C.D. Pinhalnovense
Paulo Fonseca,Clube Desportivo das Aves
Paulo Fonseca,F.C. Paços de Ferreira
Paulo Fonseca,FC Porto
Paulo Fonseca,F.C. Paços de Ferreira
Paulo Fonseca,S.C. Braga
Paulo Fonseca,FC Shakhtar Donetsk
Paulo Fonseca,A.S. Roma
Paulo Fonseca,Lille OSC
Paulo Fonseca,AC Milan
Paulo Fonseca,Olympique Lyonnais
Massimo Giacomini,AC Milan
Moreno Longo,Frosinone Calcio
Moreno Longo,Torino FC
Giovanni Martusciello,Empoli FC
Leonardo Semplici,Pisa SC
Leonardo Semplici,SPAL
Diego Bortoluzzi,Treviso F.B.C. 1993
Eugenio Bersellini,US Lecce
Eugenio Bersellini,Como 1907
Eugenio Bersellini,AC Cesena
Eugenio Bersellini,U.C. Sampdoria
Eugenio Bersellini,Inter Milan
Eugenio Bersellini,Torino FC
Eugenio Bersellini,U.C. Sampdoria
Eugenio Bersellini,ACF Fiorentina
Eugenio Bersellini,U.S. Avellino 1912
Eugenio Bersellini,Ascoli Calcio 1898 FC
Eugenio Bersellini,Como 1907
Eugenio Bersellini,Modena F.C.
Eugenio Bersellini,Bologna F.C. 1909
Eugenio Bersellini,Pisa SC
Eugenio Bersellini,ASD FBC Saronno 1910
Eugenio Bersellini,Libya men's national football team
Eugenio Bersellini,Al NSR SC
Eugenio Bersellini,Al-ittihad
Eugenio Bersellini,U.S.D. Lavagnese 1919
Ilario Castagner,A.C. Perugia Calcio
Ilario Castagner,SS Lazio
Ilario Castagner,AC Milan
Ilario Castagner,Inter Milan
Ilario Castagner,Ascoli Calcio 1898 FC
Ilario Castagner,Delfino Pescara 1936
Ilario Castagner,Pisa SC
Ilario Castagner,A.C. Perugia Calcio
Ilario Castagner,A.C. Perugia Calcio
Alessio Dionisi,US Sassuolo Calcio
Alessio Dionisi,Borgosesia Calcio
Alessio Dionisi,Imolese Calcio 1919
Alessio Dionisi,Palermo F.C.
Alessio Dionisi,Empoli FC
Alessio Dionisi,Venezia F.C.
Alessio Dionisi,US Fiorenzuola 1922
Luca Gotti,Udinese Calcio
Francesco Calzona,A.C. Perugia Calcio
Francesco Calzona,FC Alessandria
Francesco Calzona,Sorrento Calcio 1945
Francesco Calzona,Empoli FC
Francesco Calzona,SSC Napoli
Francesco Calzona,Cagliari Calcio
Francesco Calzona,SSC Napoli
Francesco Calzona,Slovakia men's national football team
Francesco Calzona,SSC Napoli
