coach_qid,team_qid,team_label,startDate,endDate,League
Q294302,Q1681805,Savona F.B.C.,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,Italy
Q294302,Q1785447,S.S. Sambenedettese Calcio,1980-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q294302,Q922698,Italy national under-21 football team,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q294302,Q676899,Italy men's national association football team,1987-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q294302,Q1457,U.C. Sampdoria,1994-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q294302,Q8428,Calcio Padova,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q294302,Q309095,New England Revolution,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z,United States
Q503297,Q2798,Udinese Calcio,1958-01-01T00:00:00Z,1960-01-01T00:00:00Z,Italy
Q503297,Q1422,Juventus FC,1960-01-01T00:00:00Z,1961-01-01T00:00:00Z,Italy
Q503297,Q2674,Palermo F.C.,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,Italy
Q503297,Q631,Inter Milan,1962-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q503297,Q676899,Italy men's national association football team,1963-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q503297,Q2641,SSC Napoli,1974-01-01T00:00:00Z,1977-01-01T00:00:00Z,Italy
Q382987,Q16348,FC Alessandria,1923-01-01T00:00:00Z,1925-01-01T00:00:00Z,Italy
Q382987,Q3747545,Foot-Ball Club Internazionale-Naples,1925-01-01T00:00:00Z,1926-01-01T00:00:00Z,Italy
Q382987,Q2641,SSC Napoli,1925-01-01T00:00:00Z,1926-01-01T00:00:00Z,Italy
Q382987,Q16348,FC Alessandria,1926-01-01T00:00:00Z,1930-01-01T00:00:00Z,Italy
Q382987,Q676899,Italy men's national association football team,1930-01-01T00:00:00Z,1938-01-01T00:00:00Z,Italy
Q382987,Q1422,Juventus FC,1930-01-01T00:00:00Z,1935-01-01T00:00:00Z,Italy
Q382987,Q631,Inter Milan,1935-01-01T00:00:00Z,1940-01-01T00:00:00Z,Italy
Q382987,Q1893,Bologna F.C. 1909,1940-01-01T00:00:00Z,1941-01-01T00:00:00Z,Italy
Q382987,Q1422,Juventus FC,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,Italy
Q2754863,Q2798,Udinese Calcio,1929-01-01T00:00:00Z,1931-01-01T00:00:00Z,Italy
Q2754863,Q8428,Calcio Padova,1931-01-01T00:00:00Z,1933-01-01T00:00:00Z,Italy
Q2754863,Q6641,SSC Bari,1933-01-01T00:00:00Z,1934-01-01T00:00:00Z,Italy
Q2754863,Q8428,Calcio Padova,1934-01-01T00:00:00Z,1935-01-01T00:00:00Z,Italy
Q2754863,Q1570559,L'Aquila Calcio 1927,1935-01-01T00:00:00Z,1936-01-01T00:00:00Z,Italy
Q2754863,Q631,Inter Milan,1936-01-01T00:00:00Z,1942-01-01T00:00:00Z,Italy
Q2754863,Q676899,Italy men's national association football team,1936-01-01T00:00:00Z,1937-01-01T00:00:00Z,Italy
Q2754863,Q777337,Aurora Pro Patria 1919,1942-01-01T00:00:00Z,1943-01-01T00:00:00Z,Italy
Q2754863,Q1120838,Como 1907,1945-01-01T00:00:00Z,1945-01-01T00:00:00Z,Italy
Q270367,Q17228,Catalonia national football team,,,Spain
Q270367,Q8760,Deportivo de La Coruña,1953-01-01T00:00:00Z,1954-01-01T00:00:00Z,Spain
Q270367,Q856083,CD Condal,1954-01-01T00:00:00Z,1955-01-01T00:00:00Z,Spain
Q270367,Q7156,FC Barcelona,1955-01-01T00:00:00Z,1961-01-01T00:00:00Z,Spain
Q270367,Q42267,Spain men's national football team,1957-01-01T00:00:00Z,1972-01-01T00:00:00Z,Spain
Q270367,Q631,Inter Milan,1961-01-01T00:00:00Z,1970-01-01T00:00:00Z,Italy
Q270367,Q1457,U.C. Sampdoria,1970-01-01T00:00:00Z,1973-01-01T00:00:00Z,Italy
Q48330,Q1893,Bologna F.C. 1909,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q48330,Q922698,Italy national under-21 football team,1982-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q48330,Q1457,U.C. Sampdoria,1982-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q48330,Q676899,Italy men's national association football team,1984-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q48330,Q2609,SS Lazio,1997-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q48330,Q19481,Leicester City F.C.,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,United Kingdom
Q297768,Q6703,Empoli FC,1990-01-01T00:00:00Z,1995-01-01T00:00:00Z,Italy
Q297768,Q2074,Genoa CFC,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q297768,Q1457,U.C. Sampdoria,1996-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q297768,Q676899,Italy men's national association football team,1999-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q297768,Q2739,A.S. Roma,1999-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q297768,Q18708,Fulham F.C.,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,United Kingdom
Q297768,Q1457,U.C. Sampdoria,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q314440,Q1772776,Portugal national under-20 football team,1989-01-01T00:00:00Z,1989-01-01T00:00:00Z,Portugal
Q314440,Q131499,S.L. Benfica,1989-01-01T00:00:00Z,1993-01-01T00:00:00Z,Portugal
Q314440,Q1630430,Portugal national under-21 football team,1989-01-01T00:00:00Z,1991-01-01T00:00:00Z,Portugal
Q314440,Q267245,Portugal men's national football team,1991-01-01T00:00:00Z,2002-01-01T00:00:00Z,Portugal
Q314440,Q75729,Sporting CP,1993-01-01T00:00:00Z,1994-01-01T00:00:00Z,Portugal
Q314440,Q1422,Juventus FC,1994-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q314440,Q41420,Borussia Dortmund,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,Germany
Q314440,Q631,Inter Milan,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q314440,Q2693,Parma Calcio 1913,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q314440,Q4122219,Panathinaikos F.C.,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,Greece
Q314440,Q8780,RCD Espanyol de Barcelona,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z,Spain
Q469096,Q2798,Udinese Calcio,1927-01-01T00:00:00Z,1929-01-01T00:00:00Z,Italy
Q469096,Q2609,SS Lazio,1929-01-01T00:00:00Z,1931-01-01T00:00:00Z,Italy
Q469096,Q8428,Calcio Padova,1931-01-01T00:00:00Z,1934-01-01T00:00:00Z,Italy
Q469096,Q1422,Juventus FC,1934-01-01T00:00:00Z,1947-01-01T00:00:00Z,Italy
Q469096,Q676899,Italy men's national association football team,1936-01-01T00:00:00Z,1942-01-01T00:00:00Z,Italy
Q469096,Q668573,FC Chiasso,1948-01-01T00:00:00Z,1949-01-01T00:00:00Z,Switzerland
Q314053,Q2609,SS Lazio,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,Italy
Q314053,Q289482,AC Monza,1989-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q314053,Q139399,Calcio Foggia 1920,1992-01-01T00:00:00Z,1995-01-01T00:00:00Z,Italy
Q314053,Q3873569,Italy national under-23 football team,1993-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
Q314053,Q2739,A.S. Roma,1995-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q314053,Q676899,Italy men's national association football team,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q314053,Q631,Inter Milan,1999-01-01T00:00:00Z,2003-01-01T00:00:00Z,Italy
Q314053,Q6651,Brescia Calcio,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q314053,Q6630,Ascoli Calcio 1898 FC,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q314053,Q6630,Ascoli Calcio 1898 FC,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q312633,Q7909386,Valdemarsviks IF,1938-01-01T00:00:00Z,1943-01-01T00:00:00Z,Sweden
Q312633,Q772310,IK Sleipner,1943-01-01T00:00:00Z,1946-01-01T00:00:00Z,Sweden
Q312633,Q108001798,IFK Norrköping FK,1946-01-01T00:00:00Z,1949-01-01T00:00:00Z,Sweden
Q312633,Q160826,Sweden men's national football team,1947-01-01T00:00:00Z,1958-01-01T00:00:00Z,Sweden
Q312633,Q1543,AC Milan,1949-01-01T00:00:00Z,1961-01-01T00:00:00Z,Italy
Q43304,Q1457,U.C. Sampdoria,1969-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q43304,Q1681805,Savona F.B.C.,1969-01-01T00:00:00Z,1970-01-01T00:00:00Z,Italy
Q43304,Q3873569,Italy national under-23 football team,1971-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q43304,Q1279917,Pistoiese FC,1979-01-01T00:00:00Z,1981-01-01T00:00:00Z,Italy
Q43304,Q298333,Lucchese 1905,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q342698,Q204237,FC Dinamo Bucharest,1963-01-01T00:00:00Z,1977-01-01T00:00:00Z,Romania
Q342698,Q842134,FC Sportul Studențesc București,1965-01-01T00:00:00Z,1967-01-01T00:00:00Z,Romania
Q342698,Q168397,Romania men's national association football team,1966-01-01T00:00:00Z,1979-01-01T00:00:00Z,Romania
Q342698,Q1135735,CS Corvinul Hunedoara,1977-01-01T00:00:00Z,1982-01-01T00:00:00Z,Romania
Q342698,Q204237,FC Dinamo Bucharest,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,Romania
Q355923,Q2739,A.S. Roma,1973-01-01T00:00:00Z,1991-01-01T00:00:00Z,Italy
Q355923,Q2074,Genoa CFC,1975-01-01T00:00:00Z,1976-01-01T00:00:00Z,Italy
Q355923,Q2074,Genoa CFC,1978-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q355923,Q676899,Italy men's national association football team,1980-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q2739058,Q3626807,A.S. Real Cesenatico,1946-01-01T00:00:00Z,1947-01-01T00:00:00Z,Italy
Q2739058,Q289713,Rimini FC,1947-01-01T00:00:00Z,1949-01-01T00:00:00Z,Italy
Q2739058,Q8408,Modena F.C.,1949-01-01T00:00:00Z,1951-01-01T00:00:00Z,Italy
Q2739058,Q631,Inter Milan,1951-01-01T00:00:00Z,1958-01-01T00:00:00Z,Italy
Q2739058,Q676899,Italy men's national association football team,1954-01-01T00:00:00Z,1961-01-01T00:00:00Z,Italy
Q2739058,Q2074,Genoa CFC,1958-01-01T00:00:00Z,1959-01-01T00:00:00Z,Italy
Q2739058,Q1543,AC Milan,1959-01-01T00:00:00Z,1965-01-01T00:00:00Z,Italy
Q168497,Q2739,A.S. Roma,2001-01-01T00:00:00Z,2019-01-01T00:00:00Z,Italy
Q168497,Q2266580,Italy national under-19 football team,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q168497,Q3873548,Italy national under-20 football team,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q168497,Q922698,Italy national under-21 football team,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q168497,Q676899,Italy men's national association football team,2004-01-01T00:00:00Z,2017-01-01T00:00:00Z,Italy
Q168497,Q170703,Boca Juniors,2019-07-01T00:00:00Z,2020-01-01T00:00:00Z,Argentina
Q449873,Q215163,Club Atlético Vélez Sarsfield,1967-01-01T00:00:00Z,1973-01-01T00:00:00Z,Argentina
Q449873,Q79800,Argentina men's national association football team,1970-01-01T00:00:00Z,1972-01-01T00:00:00Z,Argentina
Q449873,Q208228,Stade de Reims,1973-01-01T00:00:00Z,1977-01-01T00:00:00Z,France
Q449873,Q483020,Paris Saint-Germain FC,1977-01-01T00:00:00Z,1979-01-01T00:00:00Z,France
Q449873,Q126334,RC Strasbourg,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,France
Q449873,Q215163,Club Atlético Vélez Sarsfield,1980-01-01T00:00:00Z,1984-01-01T00:00:00Z,Argentina
Q449873,Q208228,Stade de Reims,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,France
Q43926,Q14753120,Italy national under-15 football team,1994-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q43926,Q3873502,Italy national under-16 football team,1995-01-01T00:00:00Z,1995-01-01T00:00:00Z,Italy
Q43926,Q2331232,Italy national under-17 football team,1995-01-01T00:00:00Z,1995-01-01T00:00:00Z,Italy
Q43926,Q6651,Brescia Calcio,1995-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q43926,Q3873513,Italy national under-18 football team,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q43926,Q922698,Italy national under-21 football team,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q43926,Q631,Inter Milan,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q43926,Q8476,AS Reggina 1914,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q43926,Q1543,AC Milan,2001-01-01T00:00:00Z,2011-01-01T00:00:00Z,Italy
Q43926,Q6651,Brescia Calcio,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q43926,Q676899,Italy men's national association football team,2002-01-01T00:00:00Z,2015-01-01T00:00:00Z,Italy
Q43926,Q1422,Juventus FC,2011-01-01T00:00:00Z,2015-01-01T00:00:00Z,Italy
Q43926,Q13361030,New York City FC,2015-01-01T00:00:00Z,2017-01-01T00:00:00Z,United States
Q342484,Q16320,Club Atlético Peñarol,1990-01-01T00:00:00Z,1992-01-01T00:00:00Z,Uruguay
Q342484,Q134916,Uruguay men's national football team,1991-01-01T00:00:00Z,2005-01-01T00:00:00Z,Uruguay
Q342484,Q2442864,Uruguay national under-20 football team,1991-01-01T00:00:00Z,1991-01-01T00:00:00Z,Uruguay
Q342484,Q1886,Atalanta BC,1992-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q342484,Q1422,Juventus FC,1996-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q342484,Q218282,San Lorenzo de Almagro,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,Argentina
Q342484,Q16320,Club Atlético Peñarol,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z,Uruguay
Q296350,Q13381,U.S. Triestina Calcio 1918,1952-01-01T00:00:00Z,1954-01-01T00:00:00Z,Italy
Q296350,Q1543,AC Milan,1954-01-01T00:00:00Z,1966-01-01T00:00:00Z,Italy
Q296350,Q676899,Italy men's national association football team,1960-01-01T00:00:00Z,1963-01-01T00:00:00Z,Italy
Q296350,Q2768,Torino FC,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z,Italy
Q318041,Q201360,Grasshopper Club Zürich,1905-01-01T00:00:00Z,1906-01-01T00:00:00Z,Switzerland
Q318041,Q2768,Torino FC,1906-01-01T00:00:00Z,1911-01-01T00:00:00Z,Italy
Q314078,Q2641,SSC Napoli,1984-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q314078,Q922698,Italy national under-21 football team,1985-01-01T00:00:00Z,1987-01-01T00:00:00Z,Italy
Q314078,Q676899,Italy men's national association football team,1987-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q314078,Q1422,Juventus FC,1994-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q218380,Q759482,U.S. Cremonese,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q218380,Q1886,Atalanta BC,1978-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q218380,Q1422,Juventus FC,1979-01-01T00:00:00Z,1985-01-01T00:00:00Z,Italy
Q218380,Q1886,Atalanta BC,1985-01-01T00:00:00Z,1990-01-01T00:00:00Z,Italy
Q332742,Q6630,Ascoli Calcio 1898 FC,,,Italy
Q332742,Q13385,SPAL,1968-01-01T00:00:00Z,1972-01-01T00:00:00Z,Italy
Q332742,Q139399,Calcio Foggia 1920,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q332742,Q8416,Novara Calcio,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z,Italy
Q332742,Q139399,Calcio Foggia 1920,1975-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q332742,Q2798,Udinese Calcio,1978-01-01T00:00:00Z,1980-01-01T00:00:00Z,Italy
Q332742,Q1457,U.C. Sampdoria,1980-01-01T00:00:00Z,1981-01-01T00:00:00Z,Italy
Q332742,Q8643,Vicenza Calcio,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q332742,Q2756,Siena FC,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,Italy
Q332742,Q1093796,A.S. Pro Gorizia,1983-01-01T00:00:00Z,1984-01-01T00:00:00Z,Italy
Q192640,Q173009,FK Crvena zvezda,1995-01-01T00:00:00Z,1998-01-01T00:00:00Z,Serbia
Q192640,Q182740,Serbia men's national football team,1998-01-01T00:00:00Z,2013-01-01T00:00:00Z,Serbia
Q192640,Q1131732,Serbia and Montenegro national football team,1998-01-01T00:00:00Z,2006-01-01T00:00:00Z,Serbia and Montenegro
Q192640,Q2609,SS Lazio,1998-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q192640,Q631,Inter Milan,2004-01-01T00:00:00Z,2013-01-01T00:00:00Z,Italy
Q191885,Q10467,FC Barcelona Atlètic,1999-01-01T00:00:00Z,2001-01-01T00:00:00Z,Spain
Q191885,Q2402747,Brazil national under-17 football team,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z,Brazil
Q191885,Q7156,FC Barcelona,2001-01-01T00:00:00Z,2007-01-01T00:00:00Z,Spain
Q191885,Q83459,Brazil men's national football team,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z,Brazil
Q191885,Q8701,Atlético de Madrid,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Spain
Q191885,Q2074,Genoa CFC,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q191885,Q631,Inter Milan,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z,Italy
Q191885,Q676899,Italy men's national association football team,2011-01-01T00:00:00Z,2016-01-01T00:00:00Z,Italy
Q191885,Q483020,Paris Saint-Germain FC,2012-01-01T00:00:00Z,2018-01-01T00:00:00Z,France
Q203781,Q4805011,Ashford Town (Middlesex) F.C.,,,United Kingdom
Q203781,Q19467,Crystal Palace F.C.,1965-01-01T00:00:00Z,1966-01-01T00:00:00Z,United Kingdom
Q203781,Q2564389,Tonbridge Angels F.C.,1966-01-01T00:00:00Z,1969-01-01T00:00:00Z,United Kingdom
Q203781,Q18511,Ebbsfleet United F.C.,1969-01-01T00:00:00Z,1971-01-01T00:00:00Z,United Kingdom
Q203781,Q1764590,Maidstone United F.C.,1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,United Kingdom
Q203781,Q16844365,Maidstone United F.C. (1987),1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,United Kingdom
Q203781,Q4805012,Ashford United F.C.,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,United Kingdom
Q203781,Q4891172,Berea Park F.C.,1973-01-01T00:00:00Z,1974-01-01T00:00:00Z,South Africa
Q203781,Q3657748,Carshalton Athletic F.C.,1974-01-01T00:00:00Z,1976-01-01T00:00:00Z,United Kingdom
Q312999,Q922698,Italy national under-21 football team,1978-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q312999,Q2609,SS Lazio,1978-01-01T00:00:00Z,1980-01-01T00:00:00Z,Italy
Q312999,Q1543,AC Milan,1980-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q312999,Q676899,Italy men's national association football team,1992-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q169092,Q633521,FC Lugano,,,Switzerland
Q1335292,Q2768,Torino FC,1970-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q1335292,Q289289,A.C. Legnano,1971-01-01T00:00:00Z,1972-01-01T00:00:00Z,Italy
Q1335292,Q2768,Torino FC,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,Italy
Q1335292,Q759482,U.S. Cremonese,1973-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q1335292,Q6703,Empoli FC,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z,Italy
Q1335292,Q16344,A.C. Perugia Calcio,1975-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q1335292,Q1543,AC Milan,1978-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q1335292,Q676899,Italy men's national association football team,1978-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q1335292,Q6630,Ascoli Calcio 1898 FC,1982-01-01T00:00:00Z,1984-01-01T00:00:00Z,Italy
Q1335292,Q16344,A.C. Perugia Calcio,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q1335292,Q2018,Catania FC,1986-01-01T00:00:00Z,1987-01-01T00:00:00Z,Italy
Q31575,Q221882,Newell's Old Boys,1977-01-01T00:00:00Z,1978-01-01T00:00:00Z,Argentina
Q31575,Q1421829,Instituto Atlético Central Córdoba,1978-01-01T00:00:00Z,1979-01-01T00:00:00Z,Argentina
Q31575,Q945037,Argentino de Rosario,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,Argentina
Q310078,Q1906329,Racing de Casablanca,1931-01-01T00:00:00Z,1932-01-01T00:00:00Z,Morocco
Q310078,Q1051514,Raja Club Athletic,1931-01-01T00:00:00Z,1932-01-01T00:00:00Z,Morocco
Q310078,Q968904,Paris Jean-Bouin,1932-01-01T00:00:00Z,1933-01-01T00:00:00Z,France
Q310078,Q462677,CASG Paris,1932-01-01T00:00:00Z,1933-01-01T00:00:00Z,France
Q310078,Q1474354,Stade Français Football,1933-01-01T00:00:00Z,1935-01-01T00:00:00Z,France
Q310078,Q2006188,OFC Charleville,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,France
Q310078,Q1383478,Excelsior AC Roubaix,1937-01-01T00:00:00Z,1939-01-01T00:00:00Z,France
Q310078,Q522283,Red Star F.C.,1940-01-01T00:00:00Z,1942-01-01T00:00:00Z,France
Q310078,Q1474354,Stade Français Football,1942-01-01T00:00:00Z,1943-01-01T00:00:00Z,France
Q310078,Q3590852,équipe fédérale Paris-Capitale,1943-01-01T00:00:00Z,1944-01-01T00:00:00Z,France
Q1444249,Q18329,Prescot Cables F.C.,,,United Kingdom
Q1444249,Q18729,Reading F.C.,,,United Kingdom
Q1444249,Q5794,Everton F.C.,,,United Kingdom
Q1444249,Q48948,Port Vale F.C.,,,United Kingdom
Q1444249,Q18736,Stoke City F.C.,1933-01-01T00:00:00Z,1945-01-01T00:00:00Z,United Kingdom
Q1444249,Q47762,England men's national association football team,1942-01-01T00:00:00Z,1945-01-01T00:00:00Z,United Kingdom
Q1444249,Q19571,Brentford F.C.,1943-01-01T00:00:00Z,1944-01-01T00:00:00Z,United Kingdom
Q1444249,Q19481,Leicester City F.C.,1945-01-01T00:00:00Z,1946-01-01T00:00:00Z,United Kingdom
Q1444249,Q18520,Luton Town F.C.,1946-01-01T00:00:00Z,1948-01-01T00:00:00Z,United Kingdom
Q1444249,Q2305609,Chelmsford City F.C.,1948-01-01T00:00:00Z,1950-01-01T00:00:00Z,United Kingdom
Q2298680,Q19571,Brentford F.C.,,,United Kingdom
Q2298680,Q19473,Huddersfield Town A.F.C.,1930-01-01T00:00:00Z,1932-01-01T00:00:00Z,United Kingdom
Q2298680,Q18519,Lincoln City F.C.,1932-01-01T00:00:00Z,1934-01-01T00:00:00Z,United Kingdom
Q2298680,Q19462,Charlton Athletic F.C.,1934-01-01T00:00:00Z,1936-01-01T00:00:00Z,United Kingdom
Q2298680,Q48925,Bristol Rovers F.C.,1936-01-01T00:00:00Z,1937-01-01T00:00:00Z,United Kingdom
Q2298680,Q19595,Leyton Orient F.C.,1937-01-01T00:00:00Z,1939-01-01T00:00:00Z,United Kingdom
Q2298680,Q18732,Southampton F.C.,1939-01-01T00:00:00Z,1946-01-01T00:00:00Z,United Kingdom
Q369133,Q221882,Newell's Old Boys,1986-01-01T00:00:00Z,1989-01-01T00:00:00Z,Argentina
Q369133,Q79800,Argentina men's national association football team,1987-01-01T00:00:00Z,2000-01-01T00:00:00Z,Argentina
Q369133,Q2798,Udinese Calcio,1989-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
Q369133,Q2693,Parma Calcio 1913,1993-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q369133,Q2609,SS Lazio,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q369133,Q2693,Parma Calcio 1913,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q369133,Q2798,Udinese Calcio,2002-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q1408093,Q6630,Ascoli Calcio 1898 FC,,,Italy
Q1408093,Q13381,U.S. Triestina Calcio 1918,1937-01-01T00:00:00Z,1940-01-01T00:00:00Z,Italy
Q1408093,Q2052,ACF Fiorentina,1940-01-01T00:00:00Z,1943-01-01T00:00:00Z,Italy
Q1408093,Q1893,Bologna F.C. 1909,1944-01-01T00:00:00Z,1947-01-01T00:00:00Z,Italy
Q1408093,Q1543,AC Milan,1944-01-01T00:00:00Z,1944-01-01T00:00:00Z,Italy
Q1408093,Q2052,ACF Fiorentina,1947-01-01T00:00:00Z,1948-01-01T00:00:00Z,Italy
Q1408093,Q8643,Vicenza Calcio,1948-01-01T00:00:00Z,1949-01-01T00:00:00Z,Italy
Q1408093,Q298333,Lucchese 1905,1949-01-01T00:00:00Z,1951-01-01T00:00:00Z,Italy
Q1408093,Q6651,Brescia Calcio,1951-01-01T00:00:00Z,1952-01-01T00:00:00Z,Italy
Q1408093,Q1089769,Atletico Piombino,1952-01-01T00:00:00Z,1954-01-01T00:00:00Z,Italy
Q317298,Q1387471,F.C. Penafiel,1993-01-01T00:00:00Z,1994-01-01T00:00:00Z,Portugal
Q317298,Q1822470,Leça F.C.,1994-01-01T00:00:00Z,1995-01-01T00:00:00Z,Portugal
Q317298,Q1387110,F.C. Felgueiras,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Portugal
Q317298,Q1630430,Portugal national under-21 football team,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Portugal
Q317298,Q128446,FC Porto,1996-01-01T00:00:00Z,1998-01-01T00:00:00Z,Portugal
Q317298,Q267245,Portugal men's national football team,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,Portugal
Q317298,Q2609,SS Lazio,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q317298,Q2693,Parma Calcio 1913,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q317298,Q631,Inter Milan,2001-01-01T00:00:00Z,2003-01-01T00:00:00Z,Italy
Q317298,Q2609,SS Lazio,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q317298,Q128446,FC Porto,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z,Portugal
Q317298,Q190561,Standard Liège,2004-01-01T00:00:00Z,2007-01-01T00:00:00Z,Belgium
Q317298,Q812732,Qadsia SC,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,Kuwait
