coach_qid,team_qid,team_label,startDate,endDate,League
Q317298,Q204888,P.A.O.K. F.C.,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z,Greece
Q316633,Q1543,AC Milan,,,Italy
Q310813,Q2052,ACF Fiorentina,http://www.wikidata.org/.well-known/genid/4fb5e70c6472f2d51615670ffb2996af,http://www.wikidata.org/.well-known/genid/88a6af04e5a7801ce8f1c7444a849265,Italy
Q310813,Q2276413,Virtus Entella,1978-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q310813,Q3963561,S.S.D. Calcio Castelfiorentino,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,Italy
Q310813,Q8615,Spezia Calcio,1986-01-01T00:00:00Z,1990-01-01T00:00:00Z,Italy
Q310813,Q1380971,Viareggio Calcio,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,Italy
Q310813,Q6703,Empoli FC,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
Q552799,Q1051203,Qatar SC,,,Qatar
Q312626,Q289613,Pisa SC,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q312626,Q1120838,Como 1907,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z,Italy
Q312626,Q1422,Juventus FC,1975-01-01T00:00:00Z,1985-01-01T00:00:00Z,Italy
Q312626,Q676899,Italy men's national association football team,1976-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q312626,Q631,Inter Milan,1985-01-01T00:00:00Z,1987-01-01T00:00:00Z,Italy
Q312626,Q659212,FC St. Gallen,1987-01-01T00:00:00Z,1988-01-01T00:00:00Z,Switzerland
Q934830,Q1435421,Foligno Calcio,,,Italy
Q934830,Q2114224,F.C. Trapani 1905,,,Italy
Q934830,Q3626902,A.S.D. Pontevecchio,,,Italy
Q505701,Q1543,AC Milan,1965-01-01T00:00:00Z,1969-01-01T00:00:00Z,Italy
Q505701,Q2739,A.S. Roma,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z,Italy
Q505701,Q922698,Italy national under-21 football team,1969-01-01T00:00:00Z,1969-01-01T00:00:00Z,Italy
Q505701,Q8643,Vicenza Calcio,1969-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q505701,Q2052,ACF Fiorentina,1971-01-01T00:00:00Z,1973-01-01T00:00:00Z,Italy
Q505701,Q631,Inter Milan,1973-01-01T00:00:00Z,1975-01-01T00:00:00Z,Italy
Q505701,Q1543,AC Milan,1975-01-01T00:00:00Z,1976-01-01T00:00:00Z,Italy
Q505701,Q139399,Calcio Foggia 1920,1976-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q505701,Q289482,AC Monza,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,Italy
Q505701,Q4004936,U.S. Adriese,1980-01-01T00:00:00Z,1981-01-01T00:00:00Z,Italy
Q314670,Q3873513,Italy national under-18 football team,1993-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q314670,Q459794,Piacenza Calcio,1994-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q314670,Q610621,Carpi FC 1909,1994-01-01T00:00:00Z,1995-01-01T00:00:00Z,Italy
Q314670,Q8416,Novara Calcio,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q314670,Q289339,A.C. Lumezzane,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q314670,Q1122596,Unione Sportiva Brescello,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q314670,Q2609,SS Lazio,1999-01-01T00:00:00Z,2010-01-01T00:00:00Z,Italy
Q314670,Q676899,Italy men's national association football team,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z,Italy
Q314670,Q1457,U.C. Sampdoria,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q314670,Q1886,Atalanta BC,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q2537282,Q2052,ACF Fiorentina,,,Italy
Q2537282,Q430993,Mantova FC,1959-01-01T00:00:00Z,1961-01-01T00:00:00Z,Italy
Q2537282,Q2641,SSC Napoli,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,Italy
Q2537282,Q430993,Mantova FC,1962-01-01T00:00:00Z,1964-01-01T00:00:00Z,Italy
Q2537282,Q2768,Torino FC,1964-01-01T00:00:00Z,1967-01-01T00:00:00Z,Italy
Q2537282,Q1422,Juventus FC,1967-01-01T00:00:00Z,1968-01-01T00:00:00Z,Italy
Q2537282,Q6651,Brescia Calcio,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q2537282,Q2074,Genoa CFC,1971-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q1528558,Q6767,US Livorno 1915,1966-01-01T00:00:00Z,1969-01-01T00:00:00Z,Italy
Q1528558,Q2609,SS Lazio,1969-01-01T00:00:00Z,1972-01-01T00:00:00Z,Italy
Q1528558,Q2247329,F.B. Brindisi 1912,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q1528558,Q297430,S.S. Arezzo,1974-01-01T00:00:00Z,1976-01-01T00:00:00Z,Italy
Q1528558,Q847587,U.S. Salernitana 1919,1976-01-01T00:00:00Z,1977-01-01T00:00:00Z,Italy
Q1528558,Q6641,SSC Bari,1977-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q1528558,Q2527202,A.S.D. Cecina,1980-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q1376936,Q1543,AC Milan,,,Italy
Q125438,Q3932646,Renato Curi Angolana,1992-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
Q125438,Q1543,AC Milan,1993-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q125438,Q1512790,US Fiorenzuola 1922,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q125438,Q289482,AC Monza,1996-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q125438,Q289656,A.C. Prato,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q125438,Q944876,Calcio Lecco 1912,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q125438,Q289482,AC Monza,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q125438,Q2641,SSC Napoli,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q125438,Q8639,Hellas Verona FC,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q125438,Q676899,Italy men's national association football team,2002-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q125438,Q2609,SS Lazio,2002-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q125438,Q1543,AC Milan,2007-01-01T00:00:00Z,2012-01-01T00:00:00Z,Italy
Q125438,Q15789,FC Bayern Munich,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,Germany
Q125438,Q13391,US Lecce,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z,Italy
Q1042327,Q2739,A.S. Roma,1958-01-01T00:00:00Z,1959-01-01T00:00:00Z,Italy
Q1042327,Q2756,Siena FC,1959-01-01T00:00:00Z,1960-01-01T00:00:00Z,Italy
Q1042327,Q13385,SPAL,1959-01-01T00:00:00Z,1959-01-01T00:00:00Z,Italy
Q1042327,Q6630,Ascoli Calcio 1898 FC,1960-01-01T00:00:00Z,1969-01-01T00:00:00Z,Italy
Q341391,Q182072,Czechoslovakia men's national association football team,,,Czechoslovakia
Q341391,Q194393,SK Slavia Prague,1939-01-01T00:00:00Z,1941-01-01T00:00:00Z,Czech Republic
Q341391,Q724832,FC Zbrojovka Brno,1941-01-01T00:00:00Z,1942-01-01T00:00:00Z,Czech Republic
Q341391,Q194393,SK Slavia Prague,1942-01-01T00:00:00Z,1943-01-01T00:00:00Z,Czech Republic
Q341391,Q737727,FC Nitra,1943-01-01T00:00:00Z,1944-01-01T00:00:00Z,Slovakia
Q341391,Q194393,SK Slavia Prague,1944-01-01T00:00:00Z,1946-01-01T00:00:00Z,Czech Republic
Q341391,Q1422,Juventus FC,1946-01-01T00:00:00Z,1947-01-01T00:00:00Z,Italy
Q341391,Q2674,Palermo F.C.,1947-01-01T00:00:00Z,1952-01-01T00:00:00Z,Italy
Q341391,Q2693,Parma Calcio 1913,1952-01-01T00:00:00Z,1958-01-01T00:00:00Z,Italy
Q230529,Q3932646,Renato Curi Angolana,1995-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q230529,Q1026324,S.S. Chieti Calcio,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q230529,Q2524107,S.S. Teramo Calcio,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q230529,Q16344,A.C. Perugia Calcio,2001-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q230529,Q676899,Italy men's national association football team,2003-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q230529,Q2674,Palermo F.C.,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q230529,Q631,Inter Milan,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q230529,Q704,Olympique Lyonnais,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z,France
Q230529,Q1422,Juventus FC,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z,Italy
Q311619,Q1543,AC Milan,1994-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q311619,Q2703612,Pro Sesto 1913,1995-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q311619,Q289339,A.C. Lumezzane,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,Italy
Q311619,Q8639,Hellas Verona FC,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q311619,Q631,Inter Milan,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q311619,Q1543,AC Milan,2001-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q311619,Q2052,ACF Fiorentina,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q311619,Q676899,Italy men's national association football team,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q311619,Q2609,SS Lazio,2008-01-01T00:00:00Z,2013-01-01T00:00:00Z,Italy
Q967859,Q744555,Club Atlético Nueva Chicago,,,Argentina
Q967859,Q853053,Chacarita Juniors,,,Argentina
Q967859,Q15799,Club Atlético River Plate,,,Argentina
Q967859,Q853053,Chacarita Juniors,1940-01-01T00:00:00Z,1945-01-01T00:00:00Z,Argentina
Q967859,Q170703,Boca Juniors,1945-01-01T00:00:00Z,1947-01-01T00:00:00Z,Argentina
Q967859,Q1457,U.C. Sampdoria,1947-01-01T00:00:00Z,1952-01-01T00:00:00Z,Italy
Q967859,Q775966,Quilmes Atlético Club,1948-01-01T00:00:00Z,1948-01-01T00:00:00Z,Argentina
Q967859,Q1387406,FC Nancy,1952-01-01T00:00:00Z,1953-01-01T00:00:00Z,France
Q967859,Q19523,A.S. Nancy-Lorraine,1953-01-01T00:00:00Z,1954-01-01T00:00:00Z,France
Q967859,Q8701,Atlético de Madrid,1954-01-01T00:00:00Z,1957-01-01T00:00:00Z,Spain
Q967859,Q10300,Rayo Vallecano,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,Spain
Q967859,Q8835,RCD Mallorca,1958-01-01T00:00:00Z,1958-01-01T00:00:00Z,Spain
Q3836930,Q1120838,Como 1907,1990-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q3836930,Q2703612,Pro Sesto 1913,1991-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q3836930,Q2052,ACF Fiorentina,1992-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q3836930,Q2037,AC ChievoVerona,1994-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q3836930,Q459794,Piacenza Calcio,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q3836930,Q611222,Treviso F.B.C. 1993,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q1337309,Q2739,A.S. Roma,1967-01-01T00:00:00Z,1970-01-01T00:00:00Z,Italy
Q1337309,Q922698,Italy national under-21 football team,1969-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q1337309,Q1422,Juventus FC,1970-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q1337309,Q676899,Italy men's national association football team,1971-01-01T00:00:00Z,1974-01-01T00:00:00Z,Italy
Q1337309,Q2739,A.S. Roma,1978-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q1337309,Q8639,Hellas Verona FC,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,Italy
Q1337309,Q1543,AC Milan,1983-01-01T00:00:00Z,1984-01-01T00:00:00Z,Italy
Q1337309,Q6664,AC Cesena,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,Italy
Q557760,Q8639,Hellas Verona FC,1975-01-01T00:00:00Z,1984-01-01T00:00:00Z,Italy
Q557760,Q922698,Italy national under-21 football team,1976-01-01T00:00:00Z,1977-01-01T00:00:00Z,Italy
Q557760,Q1785447,S.S. Sambenedettese Calcio,1977-01-01T00:00:00Z,1978-01-01T00:00:00Z,Italy
Q557760,Q1279917,Pistoiese FC,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,Italy
Q557760,Q1893,Bologna F.C. 1909,1982-01-01T00:00:00Z,1983-01-01T00:00:00Z,Italy
Q557760,Q501245,Venezia F.C.,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q354475,Q13381,U.S. Triestina Calcio 1918,1930-01-01T00:00:00Z,1937-01-01T00:00:00Z,Italy
Q354475,Q676899,Italy men's national association football team,1934-01-01T00:00:00Z,1934-01-01T00:00:00Z,Italy
Q354475,Q2641,SSC Napoli,1937-01-01T00:00:00Z,1940-01-01T00:00:00Z,Italy
Q354475,Q8428,Calcio Padova,1940-01-01T00:00:00Z,1942-01-01T00:00:00Z,Italy
Q354475,Q8428,Calcio Padova,1944-01-01T00:00:00Z,1945-01-01T00:00:00Z,Italy
Q354475,Q3626962,Associazione Sportiva Libertas Trieste,1946-01-01T00:00:00Z,1947-01-01T00:00:00Z,Italy
Q929079,Q603101,Club Nacional,,,Paraguay
Q929079,Q8701,Atlético de Madrid,1952-01-01T00:00:00Z,1959-01-01T00:00:00Z,Spain
Q929079,Q172020,Paraguay men's national football team,1953-01-01T00:00:00Z,1953-01-01T00:00:00Z,Paraguay
Q929079,Q42267,Spain men's national football team,1957-01-01T00:00:00Z,1957-01-01T00:00:00Z,Spain
Q1080952,Q1089769,Atletico Piombino,1963-01-01T00:00:00Z,1964-01-01T00:00:00Z,Italy
Q1080952,Q8615,Spezia Calcio,1964-01-01T00:00:00Z,1967-01-01T00:00:00Z,Italy
Q1080952,Q8476,AS Reggina 1914,1967-01-01T00:00:00Z,1972-01-01T00:00:00Z,Italy
Q1080952,Q847587,U.S. Salernitana 1919,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,Italy
Q2066281,Q18741,Tottenham Hotspur F.C.,1936-01-01T00:00:00Z,1938-01-01T00:00:00Z,United Kingdom
Q2066281,Q19462,Charlton Athletic F.C.,1936-01-01T00:00:00Z,1938-01-01T00:00:00Z,United Kingdom
Q2066281,Q18723,Queens Park Rangers F.C.,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,United Kingdom
Q2066281,Q19651,Yeovil Town F.C.,1946-01-01T00:00:00Z,1949-01-01T00:00:00Z,United Kingdom
Q314599,Q8723,Real Betis Balompié,,,Spain
Q314599,Q910444,Ferro Carril Oeste,1976-01-01T00:00:00Z,1977-01-01T00:00:00Z,Argentina
Q314599,Q2454482,Sapos culiados,1977-01-01T00:00:00Z,1978-01-01T00:00:00Z,Argentina
Q314599,Q910444,Ferro Carril Oeste,1978-01-01T00:00:00Z,1988-01-01T00:00:00Z,Argentina
Q314599,Q79800,Argentina men's national association football team,1984-01-01T00:00:00Z,1984-01-01T00:00:00Z,Argentina
Q314599,Q327172,Club Atlético Huracán,1988-01-01T00:00:00Z,1992-01-01T00:00:00Z,Argentina
Q381262,Q2641,SSC Napoli,1991-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q381262,Q1900,Cagliari Calcio,1993-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q381262,Q297680,A.S.G. Nocerina,1996-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q381262,Q655036,U.S. Viterbese 1908,1997-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q381262,Q16344,A.C. Perugia Calcio,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q381262,Q2609,SS Lazio,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q381262,Q676899,Italy men's national association football team,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q381262,Q2052,ACF Fiorentina,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q381262,Q2674,Palermo F.C.,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z,Italy
Q381262,Q633521,FC Lugano,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,Switzerland
Q613257,Q2609,SS Lazio,1975-01-01T00:00:00Z,1985-01-01T00:00:00Z,Italy
Q613257,Q922698,Italy national under-21 football team,1976-01-01T00:00:00Z,1983-01-01T00:00:00Z,Italy
Q613257,Q676899,Italy men's national association football team,1979-01-01T00:00:00Z,1979-01-01T00:00:00Z,Italy
Q613257,Q2641,SSC Napoli,1985-01-01T00:00:00Z,1988-01-01T00:00:00Z,Italy
Q613257,Q6630,Ascoli Calcio 1898 FC,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,Italy
Q613257,Q1893,Bologna F.C. 1909,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,Italy
Q613257,Q6630,Ascoli Calcio 1898 FC,1990-01-01T00:00:00Z,1992-01-01T00:00:00Z,Italy
Q678754,Q6767,US Livorno 1915,1954-01-01T00:00:00Z,1959-01-01T00:00:00Z,Italy
Q678754,Q13385,SPAL,1959-01-01T00:00:00Z,1960-01-01T00:00:00Z,Italy
Q678754,Q631,Inter Milan,1960-01-01T00:00:00Z,1967-01-01T00:00:00Z,Italy
Q678754,Q676899,Italy men's national association football team,1964-01-01T00:00:00Z,1968-01-01T00:00:00Z,Italy
Q678754,Q8633,Varese Calcio,1967-01-01T00:00:00Z,1969-01-01T00:00:00Z,Italy
Q388959,Q3625739,Associazione Calcio Audace,1956-01-01T00:00:00Z,1957-01-01T00:00:00Z,Italy
Q388959,Q631,Inter Milan,1957-01-01T00:00:00Z,1973-01-01T00:00:00Z,Italy
Q388959,Q676899,Italy men's national association football team,1961-01-01T00:00:00Z,1971-01-01T00:00:00Z,Italy
Q388959,Q2074,Genoa CFC,1973-01-01T00:00:00Z,1975-01-01T00:00:00Z,Italy
Q68067,Q16334,Città di Casale,1919-01-01T00:00:00Z,1928-01-01T00:00:00Z,Italy
Q68067,Q676899,Italy men's national association football team,1922-01-01T00:00:00Z,1934-01-01T00:00:00Z,Italy
Q68067,Q1422,Juventus FC,1928-01-01T00:00:00Z,1935-01-01T00:00:00Z,Italy
Q68067,Q6651,Brescia Calcio,1935-01-01T00:00:00Z,1937-01-01T00:00:00Z,Italy
Q2610556,Q209619,OFK Beograd,,,Serbia
Q2610556,Q173009,FK Crvena zvezda,1946-01-01T00:00:00Z,1947-01-01T00:00:00Z,Serbia
Q2610556,Q188656,FK Partizan,1947-01-01T00:00:00Z,1948-01-01T00:00:00Z,Serbia
Q373776,Q207501,FK Vojvodina,1946-01-01T00:00:00Z,1960-01-01T00:00:00Z,Serbia
Q373776,Q188363,Yugoslavia men's national football team,1951-01-01T00:00:00Z,1958-01-01T00:00:00Z,Yugoslavia
Q373776,Q1457,U.C. Sampdoria,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z,Italy
Q373776,Q166107,SC Young Fellows Juventus,1962-01-01T00:00:00Z,1964-01-01T00:00:00Z,Switzerland
Q373776,Q190526,BSC Young Boys,1962-01-01T00:00:00Z,1964-01-01T00:00:00Z,Switzerland
Q507043,Q6630,Ascoli Calcio 1898 FC,,,Italy
Q507043,Q2271138,A.S.D. Cassino Calcio 1924,1979-01-01T00:00:00Z,1981-01-01T00:00:00Z,Italy
Q507043,Q611222,Treviso F.B.C. 1993,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,Italy
Q507043,Q1120838,Como 1907,1982-01-01T00:00:00Z,1984-01-01T00:00:00Z,Italy
Q507043,Q611222,Treviso F.B.C. 1993,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,Italy
Q507043,Q8623,Ternana Calcio,1986-01-01T00:00:00Z,1987-01-01T00:00:00Z,Italy
Q507043,Q2674,Palermo F.C.,1987-01-01T00:00:00Z,1990-01-01T00:00:00Z,Italy
Q507043,Q8643,Vicenza Calcio,1990-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q507043,Q13391,US Lecce,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q507043,Q6767,US Livorno 1915,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q507043,Q1387710,F.C. Südtirol,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Italy
Q26580,Q2641,SSC Napoli,,,Italy
Q26580,Q13391,US Lecce,1985-01-01T00:00:00Z,1991-01-01T00:00:00Z,Italy
Q26580,Q1422,Juventus FC,1991-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q26580,Q676899,Italy men's national association football team,1994-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q1508164,Q16861587,Wombwell F.C.,1929-01-01T00:00:00Z,1930-01-01T00:00:00Z,United Kingdom
Q1508164,Q19607,Sheffield United F.C.,1930-01-01T00:00:00Z,1931-01-01T00:00:00Z,United Kingdom
Q1508164,Q18522,Mansfield Town F.C.,1932-01-01T00:00:00Z,1933-01-01T00:00:00Z,United Kingdom
Q1508164,Q48950,Rotherham United F.C.,1933-01-01T00:00:00Z,1935-01-01T00:00:00Z,United Kingdom
Q1508164,Q19573,Bury F.C.,1935-01-01T00:00:00Z,1938-01-01T00:00:00Z,United Kingdom
Q1508164,Q2300305,Aldershot F.C.,1938-01-01T00:00:00Z,1939-01-01T00:00:00Z,United Kingdom
Q1157089,Q1900,Cagliari Calcio,1986-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
Q1157089,Q631,Inter Milan,1993-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q1157089,Q631,Inter Milan,1994-01-01T00:00:00Z,1997-01-01T00:00:00Z,Italy
Q1157089,Q2739,A.S. Roma,1994-01-01T00:00:00Z,1994-01-01T00:00:00Z,Italy
Q1157089,Q18661,Middlesbrough F.C.,1997-01-01T00:00:00Z,2002-01-01T00:00:00Z,United Kingdom
Q1157089,Q19604,Portsmouth F.C.,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z,United Kingdom
Q1157089,Q1900,Cagliari Calcio,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q1157089,Q779148,Nuorese Calcio,2004-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q1157089,Q7387297,S.S. Tavolara Calcio,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q502942,Q208396,Ferencvárosi TC,1930-01-01T00:00:00Z,1948-01-01T00:00:00Z,Hungary
Q502942,Q170561,Hungary men's national football team,1931-01-01T00:00:00Z,1943-01-01T00:00:00Z,Hungary
Q967005,Q8639,Hellas Verona FC,1929-01-01T00:00:00Z,1933-01-01T00:00:00Z,Italy
Q967005,Q8428,Calcio Padova,1933-01-01T00:00:00Z,1934-01-01T00:00:00Z,Italy
Q967005,Q298333,Lucchese 1905,1934-01-01T00:00:00Z,1938-01-01T00:00:00Z,Italy
Q967005,Q676899,Italy men's national association football team,1936-01-01T00:00:00Z,1940-01-01T00:00:00Z,Italy
Q967005,Q2768,Torino FC,1938-01-01T00:00:00Z,1942-01-01T00:00:00Z,Italy
Q967005,Q6651,Brescia Calcio,1942-01-01T00:00:00Z,1943-01-01T00:00:00Z,Italy
Q967005,Q1380971,Viareggio Calcio,1943-01-01T00:00:00Z,1946-01-01T00:00:00Z,Italy
Q282551,Q8615,Spezia Calcio,,,Italy
Q282551,Q652516,Benevento Calcio,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q282551,Q2266580,Italy national under-19 football team,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z,Italy
Q282551,Q3873548,Italy national under-20 football team,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q282551,Q847587,U.S. Salernitana 1919,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q282551,Q1422,Juventus FC,2004-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q282551,Q922698,Italy national under-21 football team,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q282551,Q6767,US Livorno 1915,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q282551,Q676899,Italy men's national association football team,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q282551,Q2074,Genoa CFC,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z,Italy
Q282551,Q2693,Parma Calcio 1913,2011-01-01T00:00:00Z,2015-01-01T00:00:00Z,Italy
Q282551,Q6690,F.C. Crotone,2015-01-01T00:00:00Z,,Italy
Q1140277,Q1785447,S.S. Sambenedettese Calcio,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,Italy
Q1140277,Q16344,A.C. Perugia Calcio,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q1140277,Q922698,Italy national under-21 football team,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,Italy
Q1140277,Q8643,Vicenza Calcio,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,Italy
Q1140277,Q8623,Ternana Calcio,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q1140277,Q2018,Catania FC,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z,Italy
Q1140277,Q1900,Cagliari Calcio,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z,Italy
Q1140277,Q1900,Cagliari Calcio,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q1140277,Q6630,Ascoli Calcio 1898 FC,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,Italy
Q1140277,Q289029,SSC Ancona,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z,Italy
Q1140277,Q8408,Modena F.C.,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,Italy
Q1140277,Q2641,SSC Napoli,2006-01-01T00:00:00Z,2011-01-01T00:00:00Z,Italy
Q1140277,Q2756,Siena FC,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q1140277,Q2756,Siena FC,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,Italy
Q1140277,Q1893,Bologna F.C. 1909,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,Italy
Q1140277,Q6630,Ascoli Calcio 1898 FC,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q1140277,Q6664,AC Cesena,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,Italy
Q1140277,Q6664,AC Cesena,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z,Italy
Q1140277,Q2710,Delfino Pescara 1936,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,Italy
Q1087530,Q298217,U.S. Avellino 1912,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,Italy
